,locus_tag,species,cluster_rep,fold
XP_002496888.1,ZYRO0D10428g,z_rou,XP_002496888.1,1
XP_002496889.1,ZYRO0D10450g,z_rou,XP_002496889.1,2
XP_002496890.1,ZYRO0D10472g,z_rou,XP_002496890.1,3
XP_002496891.1,ZYRO0D10494g,z_rou,XP_002496891.1,2
XP_002496892.1,ZYRO0D10516g,z_rou,XP_002496892.1,3
XP_002496893.1,ZYRO0D10538g,z_rou,XP_002496893.1,4
XP_002496894.1,ZYRO0D10560g,z_rou,XP_002496894.1,3
XP_002496895.1,ZYRO0D10582g,z_rou,XP_002496895.1,3
XP_002496896.1,ZYRO0D10604g,z_rou,XP_002496896.1,4
XP_002496897.1,ZYRO0D10626g,z_rou,XP_002496897.1,1
XP_002496898.1,ZYRO0D10648g,z_rou,XP_002496898.1,0
XP_002496899.1,ZYRO0D10670g,z_rou,XP_002496899.1,0
XP_002496900.1,ZYRO0D10692g,z_rou,XP_002496900.1,1
XP_002496901.1,ZYRO0D10714g,z_rou,s_cer:NP_011941.1,0
XP_002496902.1,ZYRO0D10736g,z_rou,XP_002496902.1,2
XP_002496903.1,ZYRO0D10758g,z_rou,XP_002496903.1,0
XP_002496904.1,ZYRO0D10780g,z_rou,z_rou:XP_002498841.1,4
XP_002496905.1,ZYRO0D10802g,z_rou,XP_002496905.1,1
XP_002496907.1,ZYRO0D10868g,z_rou,XP_002496907.1,0
XP_002496908.1,ZYRO0D10890g,z_rou,XP_002496908.1,3
XP_002496909.1,ZYRO0D10912g,z_rou,XP_002496909.1,1
XP_002496910.1,ZYRO0D10934g,z_rou,XP_002496910.1,2
XP_002496911.1,ZYRO0D10956g,z_rou,XP_002496911.1,4
XP_002496913.1,ZYRO0D11000g,z_rou,XP_002496913.1,1
XP_002496914.1,ZYRO0D11022g,z_rou,XP_002496914.1,3
XP_002496915.1,ZYRO0D11044g,z_rou,c_gla:XP_444908.1,0
XP_002496916.1,ZYRO0D11066g,z_rou,XP_002496916.1,2
XP_002496917.1,ZYRO0D11088g,z_rou,XP_002496917.1,2
XP_002496918.1,ZYRO0D11110g,z_rou,XP_002496918.1,2
XP_002496919.1,ZYRO0D11132g,z_rou,XP_002496919.1,2
XP_002496920.1,ZYRO0D11154g,z_rou,XP_002496920.1,1
XP_002496921.1,ZYRO0D11220g,z_rou,k_afr:XP_003956068.1,3
XP_002496925.1,ZYRO0D11308g,z_rou,XP_002496925.1,0
XP_002496926.1,ZYRO0D11352g,z_rou,e_cym:XP_003646408.1,1
XP_002496927.1,ZYRO0D11374g,z_rou,XP_002496927.1,3
XP_002496928.1,ZYRO0D11396g,z_rou,s_cer:NP_010680.1,3
XP_002496930.1,ZYRO0D11440g,z_rou,c_alb:XP_719379.1,4
XP_002496931.1,ZYRO0D11462g,z_rou,XP_002496931.1,2
XP_002496934.1,ZYRO0D11528g,z_rou,z_rou:XP_002496934.1,0
XP_002496935.1,ZYRO0D11550g,z_rou,XP_002496935.1,2
XP_002496936.1,ZYRO0D11572g,z_rou,XP_002496936.1,0
XP_002496937.1,ZYRO0D11594g,z_rou,k_afr:XP_003957641.1,1
XP_002496938.1,ZYRO0D11616g,z_rou,XP_002496938.1,3
XP_002496939.1,ZYRO0D11638g,z_rou,n_dai:XP_003667827.1,1
XP_002496940.1,ZYRO0D11660g,z_rou,XP_002496940.1,2
XP_002496941.1,ZYRO0D11682g,z_rou,XP_002496941.1,1
XP_002496942.1,ZYRO0D11704g,z_rou,XP_002496942.1,3
XP_002496943.1,ZYRO0D11726g,z_rou,e_cym:XP_003646393.1,1
XP_002496944.1,ZYRO0D11748g,z_rou,n_dai:XP_003669030.1,3
XP_002496945.1,ZYRO0D11770g,z_rou,c_tro:XP_002550158.1,3
XP_002496946.1,ZYRO0D11792g,z_rou,XP_002496946.1,1
XP_002496948.1,ZYRO0D11836g,z_rou,XP_002496948.1,2
XP_002496949.1,ZYRO0D11858g,z_rou,XP_002496949.1,3
XP_002496950.1,ZYRO0D11880g,z_rou,XP_002496950.1,2
XP_002496951.1,ZYRO0D11902g,z_rou,s_cer:NP_014798.3,0
XP_002496952.1,ZYRO0D11924g,z_rou,XP_002496952.1,1
XP_002496953.1,ZYRO0D11946g,z_rou,XP_002496953.1,1
XP_002496954.1,ZYRO0D11968g,z_rou,k_nag:XP_022463070.1,1
XP_002496955.1,ZYRO0D11990g,z_rou,XP_002496955.1,3
XP_002496956.1,ZYRO0D12012g,z_rou,XP_002496956.1,4
XP_002496957.1,ZYRO0D12034g,z_rou,k_mar:XP_022675775.1,1
XP_002496958.1,ZYRO0D12056g,z_rou,c_gla:XP_446090.1,3
XP_002496960.1,ZYRO0D12100g,z_rou,XP_002496960.1,0
XP_002496961.1,ZYRO0D12122g,z_rou,XP_002496961.1,3
XP_002496962.1,ZYRO0D12144g,z_rou,XP_002496962.1,3
XP_002496964.1,ZYRO0D12188g,z_rou,XP_002496964.1,2
XP_002496965.1,ZYRO0D12210g,z_rou,XP_002496965.1,1
XP_002496966.1,ZYRO0D12232g,z_rou,XP_002496966.1,3
XP_002496967.1,ZYRO0D12298g,z_rou,k_afr:XP_003956660.1,0
XP_002496968.1,ZYRO0D12320g,z_rou,XP_002496968.1,2
XP_002496969.1,ZYRO0D12342g,z_rou,c_alb:XP_715551.1,1
XP_002496970.1,ZYRO0D12364g,z_rou,XP_002496970.1,3
XP_002496971.1,ZYRO0D12386g,z_rou,XP_002496971.1,2
XP_002496972.1,ZYRO0D12408g,z_rou,XP_002496972.1,0
XP_002496973.1,ZYRO0D12430g,z_rou,k_nag:XP_022463059.1,1
XP_002496974.1,ZYRO0D12452g,z_rou,XP_002496974.1,2
XP_002496976.1,ZYRO0D12518g,z_rou,XP_002496976.1,4
XP_002496980.1,ZYRO0D12606g,z_rou,n_cas:XP_003677914.1,2
XP_002496981.1,ZYRO0D12628g,z_rou,XP_002496981.1,3
XP_002496983.1,ZYRO0D12672g,z_rou,n_cas:XP_003676950.1,0
XP_002496984.1,ZYRO0D12694g,z_rou,XP_002496984.1,3
XP_002496985.1,ZYRO0D12716g,z_rou,XP_002496985.1,0
XP_002496987.1,ZYRO0D12782g,z_rou,XP_002496987.1,0
XP_002496988.1,ZYRO0D12760g,z_rou,k_lac:XP_451569.1,0
XP_002496989.1,ZYRO0D12804g,z_rou,s_cer:NP_013703.1,0
XP_002496990.1,ZYRO0D12826g,z_rou,XP_002496990.1,1
XP_002496991.1,ZYRO0D12848g,z_rou,k_afr:XP_003957613.1,4
XP_002496992.1,ZYRO0D12870g,z_rou,XP_002496992.1,1
XP_002496993.1,ZYRO0D12892g,z_rou,n_cas:XP_003676954.1,3
XP_002496995.1,ZYRO0D12936g,z_rou,XP_002496995.1,3
XP_002496996.1,ZYRO0D12958g,z_rou,XP_002496996.1,4
XP_002496997.1,ZYRO0D12980g,z_rou,XP_002496997.1,3
XP_002496998.1,ZYRO0D13002g,z_rou,XP_002496998.1,1
XP_002496999.1,ZYRO0D13024g,z_rou,XP_002496999.1,0
XP_002497000.1,ZYRO0D13046g,z_rou,XP_002497000.1,3
XP_002497001.1,ZYRO0D13068g,z_rou,XP_002497001.1,1
XP_002497002.1,ZYRO0D13090g,z_rou,XP_002497002.1,3
XP_002497003.1,ZYRO0D13112g,z_rou,XP_002497003.1,0
XP_002497005.1,ZYRO0D13156g,z_rou,XP_002497005.1,4
XP_002497006.1,ZYRO0D13178g,z_rou,XP_002497006.1,0
XP_002497007.1,ZYRO0D13200g,z_rou,XP_002497007.1,2
XP_002497008.1,ZYRO0D13222g,z_rou,c_gla:XP_446670.1,4
XP_002497009.1,ZYRO0D13244g,z_rou,XP_002497009.1,0
XP_002497010.1,ZYRO0D13266g,z_rou,XP_002497010.1,4
XP_002497011.1,ZYRO0D13288g,z_rou,n_dai:XP_003669805.1,1
XP_002497013.1,ZYRO0D13332g,z_rou,XP_002497013.1,0
XP_002497014.1,ZYRO0D13398g,z_rou,XP_002497014.1,4
XP_002497015.1,ZYRO0D13420g,z_rou,XP_002497015.1,4
XP_002497017.1,ZYRO0D13486g,z_rou,c_dub:XP_002417663.1,4
XP_002497018.1,ZYRO0D13508g,z_rou,c_gla:XP_448492.1,0
XP_002497019.1,ZYRO0D13530g,z_rou,XP_002497019.1,0
XP_002497020.1,ZYRO0D13552g,z_rou,XP_002497020.1,3
XP_002497021.1,ZYRO0D13574g,z_rou,k_nag:XP_022463633.1,1
XP_002497022.1,ZYRO0D13596g,z_rou,XP_002497022.1,2
XP_002497023.1,ZYRO0D13618g,z_rou,XP_002497023.1,3
XP_002497024.1,ZYRO0D13640g,z_rou,c_gla:XP_448495.1,4
XP_002497026.1,ZYRO0D13684g,z_rou,XP_002497026.1,1
XP_002497027.1,ZYRO0D13706g,z_rou,n_dai:XP_003671602.1,2
XP_002497028.1,ZYRO0D13728g,z_rou,k_nag:XP_022463637.1,2
XP_002497029.1,ZYRO0D13750g,z_rou,XP_002497029.1,1
XP_002497030.1,ZYRO0D13772g,z_rou,XP_002497030.1,3
XP_002497031.1,ZYRO0D13794g,z_rou,XP_002497031.1,1
XP_002497033.1,ZYRO0D13838g,z_rou,e_cym:XP_003646009.1,2
XP_002497035.1,ZYRO0D13882g,z_rou,s_cer:NP_010748.3,3
XP_002497038.1,ZYRO0D13948g,z_rou,XP_002497038.1,0
XP_002497039.1,ZYRO0D13970g,z_rou,XP_002497039.1,4
XP_002497040.1,ZYRO0D13992g,z_rou,XP_002497040.1,2
XP_002497042.1,ZYRO0D14036g,z_rou,n_cas:XP_003677336.1,4
XP_002497045.1,ZYRO0D14102g,z_rou,XP_002497045.1,4
XP_002497046.1,ZYRO0D14146g,z_rou,XP_002497046.1,0
XP_002497048.1,ZYRO0D14190g,z_rou,XP_002497048.1,1
XP_002497049.1,ZYRO0D14212g,z_rou,XP_002497049.1,0
XP_002497050.1,ZYRO0D14234g,z_rou,k_afr:XP_003958416.1,2
XP_002497051.1,ZYRO0D14256g,z_rou,XP_002497051.1,1
XP_002497053.1,ZYRO0D14344g,z_rou,s_cer:NP_013376.1,0
XP_002497054.1,ZYRO0D14366g,z_rou,k_afr:XP_003955068.1,2
XP_002497055.1,ZYRO0D14388g,z_rou,n_cas:XP_003676236.1,1
XP_002497056.1,ZYRO0D14410g,z_rou,e_cym:XP_003645438.1,0
XP_002497057.1,ZYRO0D14432g,z_rou,XP_002497057.1,4
XP_002497058.1,ZYRO0D14454g,z_rou,XP_002497058.1,0
XP_002497059.1,ZYRO0D14476g,z_rou,XP_002497059.1,4
XP_002497061.1,ZYRO0D14520g,z_rou,XP_002497061.1,0
XP_002497062.1,ZYRO0D14542g,z_rou,XP_002497062.1,4
XP_002497063.1,ZYRO0D14564g,z_rou,XP_002497063.1,0
XP_002497064.1,ZYRO0D14586g,z_rou,XP_002497064.1,2
XP_002497065.1,ZYRO0D14608g,z_rou,XP_002497065.1,4
XP_002497066.1,ZYRO0D14630g,z_rou,c_gla:XP_446782.1,0
XP_002497067.1,ZYRO0D14652g,z_rou,n_dai:XP_003669826.1,2
XP_002497068.1,ZYRO0D14674g,z_rou,XP_002497068.1,3
XP_002497069.1,ZYRO0D14696g,z_rou,k_mar:XP_022673753.1,3
XP_002497070.1,ZYRO0D14718g,z_rou,XP_002497070.1,3
XP_002497071.1,ZYRO0D14740g,z_rou,n_cas:XP_003676883.1,2
XP_002497072.1,ZYRO0D14762g,z_rou,XP_002497072.1,1
XP_002497073.1,ZYRO0D14784g,z_rou,n_dai:XP_003669824.1,2
XP_002497075.1,ZYRO0D14850g,z_rou,XP_002497075.1,2
XP_002497077.1,ZYRO0D14894g,z_rou,XP_002497077.1,1
XP_002497078.1,ZYRO0D14916g,z_rou,c_alb:XP_719009.1,3
XP_002497079.1,ZYRO0D14938g,z_rou,XP_002497079.1,1
XP_002497080.1,ZYRO0D14960g,z_rou,XP_002497080.1,3
XP_002497082.1,ZYRO0D15004g,z_rou,XP_002497082.1,1
XP_002497084.1,ZYRO0D15048g,z_rou,XP_002497084.1,3
XP_002497085.1,ZYRO0D15092g,z_rou,XP_002497085.1,2
XP_002497086.1,ZYRO0D15114g,z_rou,e_gos:NP_982559.1,1
XP_002497087.1,ZYRO0D15136g,z_rou,XP_002497087.1,0
XP_002497088.1,ZYRO0D15158g,z_rou,c_alb:XP_721933.1,2
XP_002497089.1,ZYRO0D15180g,z_rou,XP_002497089.1,3
XP_002497090.1,ZYRO0D15202g,z_rou,XP_002497090.1,4
XP_002497092.1,ZYRO0D15246g,z_rou,XP_002497092.1,2
XP_002497093.1,ZYRO0D15268g,z_rou,XP_002497093.1,2
XP_002497094.1,ZYRO0D15290g,z_rou,n_dai:XP_003670418.1,4
XP_002497096.1,ZYRO0D15334g,z_rou,XP_002497096.1,0
XP_002497097.1,ZYRO0D15356g,z_rou,k_afr:XP_003954843.1,2
XP_002497098.1,ZYRO0D15378g,z_rou,XP_002497098.1,3
XP_002497100.1,ZYRO0D15422g,z_rou,XP_002497100.1,3
XP_002497102.1,ZYRO0D15466g,z_rou,c_gla:XP_002999532.1,0
XP_002497104.1,ZYRO0D15510g,z_rou,XP_002497104.1,3
XP_002497105.1,ZYRO0D15532g,z_rou,XP_002497105.1,3
XP_002497106.1,ZYRO0D15554g,z_rou,XP_002497106.1,4
XP_002497108.1,ZYRO0D15598g,z_rou,XP_002497108.1,4
XP_002497109.1,ZYRO0D15620g,z_rou,XP_002497109.1,1
XP_002497110.1,ZYRO0D15642g,z_rou,XP_002497110.1,2
XP_002497111.1,ZYRO0D15664g,z_rou,e_cym:XP_003646260.1,3
XP_002497113.1,ZYRO0D15708g,z_rou,XP_002497113.1,2
XP_002497116.1,ZYRO0D15774g,z_rou,c_gla:XP_447809.1,2
XP_002497117.1,ZYRO0D15796g,z_rou,s_cer:NP_012243.3,2
XP_002497118.1,ZYRO0D15818g,z_rou,XP_002497118.1,0
XP_002497119.1,ZYRO0D15840g,z_rou,k_afr:XP_003954835.1,4
XP_002497121.1,ZYRO0D15884g,z_rou,XP_002497121.1,1
XP_002497124.1,ZYRO0D15972g,z_rou,XP_002497124.1,4
XP_002497125.1,ZYRO0D15994g,z_rou,XP_002497125.1,3
XP_002497127.1,ZYRO0D16038g,z_rou,XP_002497127.1,1
XP_002497128.1,ZYRO0D16060g,z_rou,XP_002497128.1,1
XP_002497129.1,ZYRO0D16082g,z_rou,XP_002497129.1,2
XP_002497131.1,ZYRO0D16126g,z_rou,e_gos:NP_983996.1,2
XP_002497132.1,ZYRO0D16148g,z_rou,XP_002497132.1,0
XP_002497133.1,ZYRO0D16170g,z_rou,z_rou:XP_002497133.1,1
XP_002497139.1,ZYRO0D16302g,z_rou,XP_002497139.1,3
XP_002497140.1,ZYRO0D16324g,z_rou,XP_002497140.1,0
XP_002497141.1,ZYRO0D16346g,z_rou,XP_002497141.1,4
XP_002497142.1,ZYRO0D16368g,z_rou,XP_002497142.1,1
XP_002497143.1,ZYRO0D16390g,z_rou,s_cer:NP_010967.3,0
XP_002497145.1,ZYRO0D16478g,z_rou,XP_002497145.1,0
XP_002497146.1,ZYRO0D16500g,z_rou,XP_002497146.1,2
XP_002497147.1,ZYRO0D16522g,z_rou,XP_002497147.1,1
XP_002497148.1,ZYRO0D16544g,z_rou,XP_002497148.1,4
XP_002497149.1,ZYRO0D16566g,z_rou,XP_002497149.1,3
XP_002497151.1,ZYRO0D16610g,z_rou,XP_002497151.1,0
XP_002497152.1,ZYRO0D16632g,z_rou,n_dai:XP_003670530.1,2
XP_002497154.1,ZYRO0D16676g,z_rou,XP_002497154.1,0
XP_002497155.1,ZYRO0D16698g,z_rou,s_cer:NP_010973.3,3
XP_002497157.1,ZYRO0D16742g,z_rou,k_afr:XP_003959103.1,0
XP_002497158.1,ZYRO0D16764g,z_rou,n_dai:XP_003670494.1,1
XP_002497159.1,ZYRO0D16786g,z_rou,XP_002497159.1,0
XP_002497160.1,ZYRO0D16830g,z_rou,z_rou:XP_002497160.1,2
XP_002497161.1,ZYRO0D16852g,z_rou,XP_002497161.1,4
XP_002497162.1,ZYRO0D16874g,z_rou,XP_002497162.1,4
XP_002497163.1,ZYRO0D16896g,z_rou,c_gla:XP_449882.1,4
XP_002497165.1,ZYRO0D16940g,z_rou,XP_002497165.1,4
XP_002497166.1,ZYRO0D16962g,z_rou,XP_002497166.1,4
XP_002497167.1,ZYRO0D16984g,z_rou,XP_002497167.1,0
XP_002497169.1,ZYRO0D17028g,z_rou,XP_002497169.1,1
XP_002497170.1,ZYRO0D17050g,z_rou,z_rou:XP_002497170.1,4
XP_002497171.1,ZYRO0D17072g,z_rou,XP_002497171.1,4
XP_002497172.1,ZYRO0D17094g,z_rou,n_dai:XP_003667480.1,4
XP_002497174.1,ZYRO0D17138g,z_rou,XP_002497174.1,1
XP_002497175.1,ZYRO0D17160g,z_rou,XP_002497175.1,4
XP_002497176.1,ZYRO0D17182g,z_rou,XP_002497176.1,4
XP_002497177.1,ZYRO0D17204g,z_rou,XP_002497177.1,4
XP_002497179.1,ZYRO0D17248g,z_rou,k_nag:XP_022464026.1,3
XP_002497180.1,ZYRO0D17270g,z_rou,k_afr:XP_003956599.1,2
XP_002497181.1,ZYRO0D17292g,z_rou,XP_002497181.1,4
XP_002497182.1,ZYRO0D17314g,z_rou,XP_002497182.1,3
XP_002497183.1,ZYRO0D17336g,z_rou,XP_002497183.1,1
XP_002497184.1,ZYRO0D17358g,z_rou,XP_002497184.1,4
XP_002497186.1,ZYRO0D17402g,z_rou,XP_002497186.1,2
XP_002497188.1,ZYRO0D17446g,z_rou,n_cas:XP_003673497.1,1
XP_002497189.1,ZYRO0D17468g,z_rou,XP_002497189.1,4
XP_002497190.1,ZYRO0D17490g,z_rou,XP_002497190.1,3
XP_002497191.1,ZYRO0D17512g,z_rou,XP_002497191.1,3
XP_002497192.1,ZYRO0D17534g,z_rou,XP_002497192.1,2
XP_002497193.1,ZYRO0D17556g,z_rou,XP_002497193.1,2
XP_002497194.1,ZYRO0D17578g,z_rou,n_cas:XP_003673508.1,4
XP_002497195.1,ZYRO0D17600g,z_rou,XP_002497195.1,3
XP_002497197.1,ZYRO0D17644g,z_rou,XP_002497197.1,1
XP_002497198.1,ZYRO0D17666g,z_rou,n_dai:XP_003672710.1,1
XP_002497199.1,ZYRO0D17688g,z_rou,XP_002497199.1,2
XP_002497200.1,ZYRO0D17710g,z_rou,XP_002497200.1,1
XP_002497202.1,ZYRO0D17776g,z_rou,XP_002497202.1,1
XP_002497204.1,ZYRO0D17820g,z_rou,XP_002497204.1,4
XP_002497205.1,ZYRO0D17842g,z_rou,XP_002497205.1,4
XP_002497207.1,ZYRO0D17908g,z_rou,XP_002497207.1,1
XP_002497209.1,ZYRO0D17952g,z_rou,s_cer:NP_015049.1,3
XP_002497210.1,ZYRO0D17974g,z_rou,XP_002497210.1,1
XP_002498958.1,ZYRO0E00132g,z_rou,XP_002498958.1,4
XP_002498959.1,ZYRO0E00198g,z_rou,XP_002498959.1,3
XP_002498960.1,ZYRO0E00220g,z_rou,XP_002498960.1,1
XP_002498961.1,ZYRO0E00286g,z_rou,z_rou:XP_002494957.1,2
XP_002498962.1,ZYRO0E00308g,z_rou,z_rou:XP_002494388.1,2
XP_002498963.1,ZYRO0E00330g,z_rou,XP_002498963.1,4
XP_002498964.1,ZYRO0E00396g,z_rou,XP_002498964.1,2
XP_002498965.1,ZYRO0E00418g,z_rou,XP_002498965.1,0
XP_002498967.1,ZYRO0E00462g,z_rou,XP_002498967.1,4
XP_002498969.1,ZYRO0E00528g,z_rou,XP_002498969.1,1
XP_002498970.1,ZYRO0E00550g,z_rou,k_mar:XP_022677235.1,1
XP_002498971.1,ZYRO0E00572g,z_rou,XP_002498971.1,2
XP_002498972.1,ZYRO0E00594g,z_rou,XP_002498972.1,4
XP_002498974.1,ZYRO0E00638g,z_rou,XP_002498974.1,1
XP_002498975.1,ZYRO0E00660g,z_rou,k_afr:XP_003956517.1,2
XP_002498976.1,ZYRO0E00682g,z_rou,XP_002498976.1,1
XP_002498977.1,ZYRO0E00704g,z_rou,k_nag:XP_022465688.1,4
XP_002498981.1,ZYRO0E00792g,z_rou,z_rou:XP_002498981.1,3
XP_002498982.1,ZYRO0E00814g,z_rou,XP_002498982.1,3
XP_002498983.1,ZYRO0E00836g,z_rou,n_cas:XP_003675869.1,1
XP_002498984.1,ZYRO0E00858g,z_rou,XP_002498984.1,2
XP_002498985.1,ZYRO0E00880g,z_rou,k_afr:XP_003956522.1,2
XP_002498986.1,ZYRO0E00902g,z_rou,XP_002498986.1,4
XP_002498987.1,ZYRO0E00924g,z_rou,XP_002498987.1,0
XP_002498990.1,ZYRO0E00990g,z_rou,XP_002498990.1,0
XP_002498991.1,ZYRO0E01012g,z_rou,XP_002498991.1,3
XP_002498992.1,ZYRO0E01056g,z_rou,n_dai:XP_003668953.1,4
XP_002498996.1,ZYRO0E01144g,z_rou,XP_002498996.1,1
XP_002498997.1,ZYRO0E01166g,z_rou,XP_002498997.1,2
XP_002498998.1,ZYRO0E01188g,z_rou,XP_002498998.1,1
XP_002498999.1,ZYRO0E01210g,z_rou,XP_002498999.1,3
XP_002499000.1,ZYRO0E01232g,z_rou,n_dai:XP_003980122.1,1
XP_002499001.1,ZYRO0E01254g,z_rou,XP_002499001.1,0
XP_002499003.1,ZYRO0E01298g,z_rou,XP_002499003.1,3
XP_002499004.1,ZYRO0E01320g,z_rou,XP_002499004.1,3
XP_002499005.1,ZYRO0E01342g,z_rou,XP_002499005.1,0
XP_002499006.1,ZYRO0E01364g,z_rou,XP_002499006.1,1
XP_002499008.1,ZYRO0E01408g,z_rou,s_cer:NP_009523.1,1
XP_002499009.1,ZYRO0E01430g,z_rou,XP_002499009.1,3
XP_002499011.1,ZYRO0E01474g,z_rou,XP_002499011.1,4
XP_002499012.1,ZYRO0E01496g,z_rou,XP_002499012.1,4
XP_002499013.1,ZYRO0E01518g,z_rou,XP_002499013.1,0
XP_002499014.1,ZYRO0E01540g,z_rou,XP_002499014.1,4
XP_002499015.1,ZYRO0E01584g,z_rou,XP_002499015.1,2
XP_002499016.1,ZYRO0E01606g,z_rou,c_alb:XP_721764.1,1
XP_002499018.1,ZYRO0E01650g,z_rou,XP_002499018.1,1
XP_002499019.1,ZYRO0E01672g,z_rou,k_lac:XP_455527.1,3
XP_002499020.1,ZYRO0E01694g,z_rou,XP_002499020.1,3
XP_002499021.1,ZYRO0E01716g,z_rou,XP_002499021.1,4
XP_002499023.1,ZYRO0E01760g,z_rou,XP_002499023.1,3
XP_002499024.1,ZYRO0E01782g,z_rou,XP_002499024.1,1
XP_002499025.1,ZYRO0E01804g,z_rou,XP_002499025.1,2
XP_002499026.1,ZYRO0E01826g,z_rou,XP_002499026.1,2
XP_002499028.1,ZYRO0E01870g,z_rou,c_gla:XP_446274.1,2
XP_002499030.1,ZYRO0E01914g,z_rou,XP_002499030.1,1
XP_002499031.1,ZYRO0E01936g,z_rou,s_cer:NP_009781.3,3
XP_002499032.1,ZYRO0E01958g,z_rou,XP_002499032.1,3
XP_002499033.1,ZYRO0E01980g,z_rou,XP_002499033.1,3
XP_002499036.1,ZYRO0E02046g,z_rou,s_cer:NP_014303.3,4
XP_002499037.1,ZYRO0E02068g,z_rou,XP_002499037.1,4
XP_002499038.1,ZYRO0E02090g,z_rou,k_lac:XP_452805.1,0
XP_002499039.1,ZYRO0E02134g,z_rou,XP_002499039.1,4
XP_002499040.1,ZYRO0E02156g,z_rou,XP_002499040.1,3
XP_002499041.1,ZYRO0E02200g,z_rou,XP_002499041.1,4
XP_002499042.1,ZYRO0E02222g,z_rou,XP_002499042.1,4
XP_002499043.1,ZYRO0E02266g,z_rou,XP_002499043.1,3
XP_002499044.1,ZYRO0E02288g,z_rou,XP_002499044.1,1
XP_002499045.1,ZYRO0E02310g,z_rou,XP_002499045.1,3
XP_002499046.1,ZYRO0E02332g,z_rou,c_gla:XP_449758.1,2
XP_002499048.1,ZYRO0E02376g,z_rou,XP_002499048.1,4
XP_002499049.1,ZYRO0E02398g,z_rou,XP_002499049.1,1
XP_002499050.1,ZYRO0E02420g,z_rou,XP_002499050.1,4
XP_002499053.1,ZYRO0E02486g,z_rou,XP_002499053.1,1
XP_002499054.1,ZYRO0E02508g,z_rou,XP_002499054.1,3
XP_002499055.1,ZYRO0E02530g,z_rou,XP_002499055.1,0
XP_002499056.1,ZYRO0E02552g,z_rou,XP_002499056.1,1
XP_002499057.1,ZYRO0E02574g,z_rou,e_cym:XP_003648450.1,1
XP_002499058.1,ZYRO0E02596g,z_rou,XP_002499058.1,4
XP_002499060.1,ZYRO0E02662g,z_rou,n_cas:XP_003674921.1,3
XP_002499062.1,ZYRO0E02728g,z_rou,k_mar:XP_022674783.1,2
XP_002499063.1,ZYRO0E02750g,z_rou,XP_002499063.1,4
XP_002499064.1,ZYRO0E02772g,z_rou,XP_002499064.1,1
XP_002499065.1,ZYRO0E02838g,z_rou,c_alb:XP_720354.1,1
XP_002499066.1,ZYRO0E02860g,z_rou,e_gos:NP_984559.2,1
XP_002499067.1,ZYRO0E02882g,z_rou,XP_002499067.1,3
XP_002499069.1,ZYRO0E02948g,z_rou,XP_002499069.1,1
XP_002499070.1,ZYRO0E02970g,z_rou,k_nag:XP_022465365.1,4
XP_002499071.1,ZYRO0E02992g,z_rou,XP_002499071.1,1
XP_002499072.1,ZYRO0E03014g,z_rou,XP_002499072.1,0
XP_002499073.1,ZYRO0E03036g,z_rou,XP_002499073.1,2
XP_002499074.1,ZYRO0E03058g,z_rou,e_gos:NP_984791.1,3
XP_002499077.1,ZYRO0E03124g,z_rou,XP_002499077.1,0
XP_002499078.1,ZYRO0E03146g,z_rou,c_alb:XP_019330863.1,2
XP_002499079.1,ZYRO0E03168g,z_rou,XP_002499079.1,1
XP_002499080.1,ZYRO0E03190g,z_rou,XP_002499080.1,2
XP_002499081.1,ZYRO0E03256g,z_rou,n_dai:XP_003980144.1,0
XP_002499082.1,ZYRO0E03278g,z_rou,XP_002499082.1,3
XP_002499083.1,ZYRO0E03300g,z_rou,XP_002499083.1,2
XP_002499084.1,ZYRO0E03322g,z_rou,XP_002499084.1,4
XP_002499085.1,ZYRO0E03344g,z_rou,XP_002499085.1,0
XP_002499086.1,ZYRO0E03366g,z_rou,s_cer:NP_010893.3,4
XP_002499087.1,ZYRO0E03388g,z_rou,c_tro:XP_002550826.1,3
XP_002499088.1,ZYRO0E03410g,z_rou,n_dai:XP_003671068.2,3
XP_002499089.1,ZYRO0E03454g,z_rou,XP_002499089.1,2
XP_002499090.1,ZYRO0E03476g,z_rou,XP_002499090.1,4
XP_002499095.1,ZYRO0E03586g,z_rou,XP_002499095.1,4
XP_002499096.1,ZYRO0E03608g,z_rou,XP_002499096.1,1
XP_002499097.1,ZYRO0E03630g,z_rou,XP_002499097.1,2
XP_002499098.1,ZYRO0E03652g,z_rou,n_cas:XP_003677564.1,0
XP_002499099.1,ZYRO0E03718g,z_rou,XP_002499099.1,4
XP_002499100.1,ZYRO0E03740g,z_rou,XP_002499100.1,0
XP_002499101.1,ZYRO0E03762g,z_rou,XP_002499101.1,4
XP_002499103.1,ZYRO0E03806g,z_rou,k_lac:XP_451487.1,4
XP_002499104.1,ZYRO0E03828g,z_rou,e_gos:NP_984817.1,4
XP_002499105.1,ZYRO0E03872g,z_rou,XP_002499105.1,1
XP_002499107.1,ZYRO0E03916g,z_rou,XP_002499107.1,1
XP_002499108.1,ZYRO0E03938g,z_rou,XP_002499108.1,2
XP_002499109.1,ZYRO0E04004g,z_rou,XP_002499109.1,0
XP_002499111.1,ZYRO0E04048g,z_rou,XP_002499111.1,2
XP_002499112.1,ZYRO0E04070g,z_rou,k_mar:XP_022674053.1,2
XP_002499113.1,ZYRO0E04092g,z_rou,XP_002499113.1,4
